id,Service name,address,Postal code,Phone number,Service description,keywords,source,postal code filtering,community mental health in Ontario,community mental health in Ontario.1,Clean_Service_Name,City,City_Extraction_Status
235,ConnexOntario,,,1-866-531-2600,"ConnexOntario provides free, confidential assistance 24/7 to connect individuals with trusted local mental health resources, including counselling, crisis response, and treatment programs.","mental health, addiction, problem gambling, counselling, crisis response, treatment programs",https://connexontario.ca/guelph-mental-health-services/,-1,1,1,connexontario,,Empty City
237,Canadian Mental Health Association – Ontario Division,,,,CMHA programs and services in Ontario. Use the Location Finder to get contact information for other CMHA – Ontario branches.,"mental health, programs, services, Ontario",https://www.mymentalhealth.ca/ontario-mental-health-resources/,-1,1,1,canadian mental health association ontario division,,Empty City
241,De dwa da dehs nye>s Aboriginal Health Centre,678 Main Street East,L8M 1K2,905-544-4320,"Provides culturally safe mental health and addictions services for urban indigenous community members, including counseling, outreach, navigation, case management, and peer support.","mental health, addictions, counseling, outreach, navigation, case management, peer support, indigenous services",https://aboriginalhealthcentre.com/mental-health-and-addictions/,1,1,1,de dwa da dehs nye s aboriginal health centre,Main Street East,Good
243,Turning Point Counselling Centre,,,(548) 457-2163,"Turning Point Counselling is a dedicated mental health practice offering individualized therapeutic care for children, adolescents, adults, couples, and families. Our team of qualified professionals specializes in addressing a wide range of concerns, including depression, anxiety, trauma, relationship issues, and more.","mental health, therapeutic care, children, adolescents, adults, couples, families, depression, anxiety, trauma, relationship issues",https://www.psychologytoday.com/ca/treatment-rehab/on/alma,-1,1,1,turning point counselling centre,,Empty City
244,EHN Bellwood Toronto,,,(866) 274-9167,"EHN Bellwood Toronto provides comprehensive, holistic care, addressing mental health, addiction, and related challenges from every angle. Patients receive daily in-person care from onsite physicians, 24/7 nursing, and onsite psychiatrists.","holistic care, mental health, addiction, dual diagnosis, nursing",https://www.psychologytoday.com/ca/treatment-rehab/on/alma,-1,1,1,ehn bellwood toronto,,Empty City
246,Sageview Health,"Mississauga, ON",L5N,(365) 617-0940,"Our goal is to empower people to overcome challenges and lead a rich, full, and meaningful life. Our qualified mental health professionals create a safe, accepting and compassionate space in order to help people manage their mental health challenges.","mental health, empower, safe environment, assessment, treatment services",https://www.psychologytoday.com/ca/treatment-rehab/on/alma,-1,1,1,sageview health,Mississauga,Good
247,Connect Cognitive Therapy,,,(289) 216-9324,"As one of the GTA's most trusted and respected psychology practices, we provide therapy services to a wide range of clients referred to us from local family physicians.","therapy services, psychology, clients, evidence-based psychotherapy",https://www.psychologytoday.com/ca/treatment-rehab/on/alma,-1,1,1,connect cognitive therapy,,Empty City
248,Mind Unwind Psychotherapy,,,(905) 901-0395,"Mind Unwind Psychotherapy supports individuals, couples, and families seeking balance, clarity, and healing. Our clients often experience anxiety, depression, stress, relationship challenges, or the lasting effects of trauma.","psychotherapy, individuals, couples, families, anxiety, depression, trauma",https://www.psychologytoday.com/ca/treatment-rehab/on/alma,-1,1,1,mind unwind psychotherapy,,Empty City
250,Brookside Therapy & Assessments,,,(289) 206-8840,"Brookside Therapy & Assessments is a clinical mental health practice providing services in Burlington, St. Catharines, and online.","clinical mental health, counselling, assessment services, families, seniors",https://www.psychologytoday.com/ca/treatment-rehab/on/alma,-1,1,1,brookside therapy & assessments,,Empty City
251,CMHA Ottawa,"311 McArthur Avenue, 2nd floor",K1L 8M3,(613) 737-7791,"The Ottawa branch of the Canadian Mental Health Association is dedicated to promoting good mental health, developing and implementing sustainable support systems and services, and encouraging public action to strengthen community mental health services and related policies and legislation.","mental health, community-based care, substance use, support systems, healthcare",https://ottawa.cmha.ca/,1,1,1,cmha ottawa,2Nd Floor,Good
265,"Canadian Mental Health Association, Ontario","180 Dundas Street West, Suite 2301",M5G 1Z8,Toll Free: 1-800-875-6213,"Provides community mental health services across Ontario, with a wide variety of programs designed to meet local needs.","community mental health services, programs, local needs, Ontario",https://ontario.cmha.ca/document-category/services-and-supports/,1,1,1,canadian mental health association ontario,Suite 2301,Good
268,Across Boundaries - An Ethnoracial Mental Health Centre,"51 Clarkson Ave, Toronto, ON",M6E 2T5,416-787-3007,"Provides mental health services tailored for ethnoracial communities, focusing on various support programs including alternative healing and wellness initiatives.","mental health, ethnoracial support, wellness, alternative healing",https://www.centralhealthline.ca/listServices.aspx?id=10237,1,1,1,across boundaries an ethnoracial mental health centre,Toronto,Good
269,Canadian Mental Health Association (CMHA) York Region Branch,"5-1101 Nicholson Rd, Newmarket, ON",L3Y 9C3,905-841-3977,"Offers a variety of mental health services including case management, community treatment orders, and support for newcomers.","mental health, case management, community treatment, newcomers' health",https://www.centralhealthline.ca/listServices.aspx?id=10237,1,1,1,canadian mental health association york region branch,Newmarket,Good
270,Canadian Mental Health Association (CMHA) Toronto Branch,"Lawrence Square, 480-700 Lawrence Ave W, North York, ON",M6A 3B4,416-789-7957,"Provides comprehensive mental health services encompassing case management, community treatment orders, and various support programs.","mental health, case management, community treatment",https://www.centralhealthline.ca/listServices.aspx?id=10237,1,1,1,canadian mental health association toronto branch,North York,Good
271,COTA Health,"201-550 Queen St E, Toronto, ON",M5A 1V2,,Focuses on recovery-oriented mental health and community services for individuals with mental health issues.,"mental health, recovery-oriented services",https://www.centralhealthline.ca/listServices.aspx?id=10237,1,1,1,cota health,Toronto,Good
272,Cornerstone To Recovery,"Unit B-570 Steven Court, Newmarket, ON",L3Y 6Z2,905-762-1551,Provides intensive case management and support services for individuals with mental health challenges.,"intensive case management, mental health support",https://www.centralhealthline.ca/listServices.aspx?id=10237,1,1,1,cornerstone to recovery,Newmarket,Good
273,Mackenzie Health Hospital - Mental Health Program - Adult Outpatient Services,"10 Trench St, B Wing - 3rd floor, Richmond Hill, ON",L4C 4Z3,905-883-1212 ext 2127,"Offers outpatient services for adults dealing with mental health issues, focusing on comprehensive care and support.","outpatient services, mental health care",https://www.centralhealthline.ca/listServices.aspx?id=10237,1,1,1,mackenzie health hospital mental health program adult outpatient services,Richmond Hill,Good
275,North York General Hospital - Outpatient and Community Services Centre,"Unit E8-2 Champagne Dr, North York, ON",M3J 0K2,416-756-6919,"Delivers outpatient and community-based mental health services, including an assertive community treatment team.","outpatient services, assertive community treatment, mental health",https://www.centralhealthline.ca/listServices.aspx?id=10237,1,1,1,north york general hospital outpatient and community services centre,North York,Good
