id,Service name,Clean_Service_Name,City,best_match_gt,similarity_score,is_match
1589,Addictions and Mental Health Hastings Prince Edward,addictions and mental health hastings prince edward,,CMHA Thames Valley Addiction and Mental Health Services,76,True
1595,Kawartha Sexual Assault Centre (KSAC),kawartha sexual assault centre,,Southwest Ontario Aboriginal Health Access Centre,60,False
1599,Niijkiwendidaa Anishnaabekwewag Services Circle,niijkiwendidaa anishnaabekwewag services circle,,Niagara (Region of). Public Health and Emergency Services,51,False
1600,Canadian Mental Health Association,canadian mental health association,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",100,True
1602,Fleming College – Health Services,fleming college health services,,CMHA Thames Valley Addiction and Mental Health Services,73,True
1612,Telecare Distress Centre of Peterborough,telecare distress centre of peterborough,,National Eating Disorder Information Centre,51,False
1631,Land O’Lakes Community Services,land o lakes community services,,"Keystone Child, Youth and Family Services",68,False
1632,Frontenac Youth Services,frontenac youth services,,"Keystone Child, Youth and Family Services",74,True
1633,Crisis Services,crisis services,,Niagara (Region of). Public Health and Emergency Services,77,True
1636,Sudbury/Manitoulin Branch,sudbury manitoulin branch,,Canadian Mental Health Association. Simcoe County Branch,56,False
1642,Manitoulin-Sudbury District Services Board,manitoulin sudbury district services board,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",53,False
1667,Here24/7,here24 7,,Alzheimer Society Huron Perth,50,False
1669,Distress Line (Compass Community Services),distress line,,National Eating Disorder Information Centre,62,False
1670,IMPACT (Integrated Mobile Police and Crisis Team),impact,,Partnering Horses with Humans,60,False
1672,Guelph Community Health Centre,guelph community health centre,,Eden Community Homes,72,True
1673,CMHA Waterloo Wellington,cmha waterloo wellington,,Wellkin,86,True
1674,Homewood Health Centre,homewood health centre,,Southwest Ontario Aboriginal Health Access Centre,74,True
1701,Canadian Mental Health Association (CMHA) Windsor-Essex County Branch,canadian mental health association windsor essex county branch,,Canadian Mental Health Association. Simcoe County Branch,93,True
1702,Family Services Windsor-Essex (FSWE),family services windsor essex,,"Keystone Child, Youth and Family Services",68,False
1713,Canadian Mental Health Association,canadian mental health association,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",100,True
1715,Child and Youth Mental Health Services - Cornwall Community Hospital,child and youth mental health services cornwall community hospital,,Eden Community Homes,75,True
1716,Centre ON y va - Équipe psychosociale,centre on y va équipe psychosociale,,Huron Health System - Alexandra Marine and General Hospital,46,False
1717,Recovery Cornwall,recovery cornwall,,Recovery Canada,80,True
1723,Upstream Ottawa Community Mental Health Support,upstream ottawa community mental health support,,Family Mental Health Support Network of Niagara,69,False
1745,Prescott and Russell Community Mental Health Centre,prescott and russell community mental health centre,,Eden Community Homes,70,False
1746,Community Addiction and Mental Health Services – Cornwall Community Hospital,community addiction and mental health services cornwall community hospital,,CMHA Thames Valley Addiction and Mental Health Services,81,True
1747,Rockland & PR Youth Wellness Hub,rockland & pr youth wellness hub,,Wellkin,71,False
1767,Certified Professional Counselling Centre,certified professional counselling centre,,Wellkin,71,False
1780,Therapy,therapy,-,Canadian Mental Health Association Hastings Prince Edward,57,False
1790,Second Avenue Lodge,second avenue lodge,,Huron Health System - Alexandra Marine and General Hospital,53,False
1792,Fernstone,fernstone,,"Keystone Child, Youth and Family Services",71,False
1795,MAPS,maps,Hwy,HF Care,29,False
1799,Counselling & Psychotherapy,counselling & psychotherapy,-,Wellkin,71,False
1827,Guelph-Wellington Regional Services,guelph wellington regional services,,Wellkin,86,True
1837,Huron Perth Healthcare Alliance - Outpatient Mental Health Services,huron perth healthcare alliance outpatient mental health services,,Huron Perth Healthcare Alliance,100,True
1839,Child and Parent Resource Institute,child and parent resource institute,,"Keystone Child, Youth and Family Services",56,False
1844,Huron Perth Helpline and Crisis Response,huron perth helpline and crisis response,,Huron Perth Healthcare Alliance,75,True
1847,Minto Mental Health,minto mental health,,Parents For Children's Mental Health,85,True
1848,Assertive Community Treatment Team (ACTT) Rural Wellington - Homewood Health,assertive community treatment team rural wellington homewood health,,Wellkin,86,True
1854,BounceBack Ontario (Adults 19+),bounceback ontario,,Southwest Ontario Aboriginal Health Access Centre,63,False
1855,BounceBack Ontario (Youth 15-18),bounceback ontario,,Southwest Ontario Aboriginal Health Access Centre,63,False
1871,Rebound Child and Youth Services Northumberland,rebound child and youth services northumberland,,"Keystone Child, Youth and Family Services",75,True
1885,Centre For Addition and Mental Health,centre for addition and mental health,,CMHA Thames Valley Addiction and Mental Health Services,78,True
1887,ConnexOntario,connexontario,,"Ontario. Ministry of Labour, Immigration, Training and Skills Development",70,False
1889,Children's Mental Health Ontario,children s mental health ontario,,Parents For Children's Mental Health,86,True
1890,Distress and Crisis Centre,distress and crisis centre,,Southwest Ontario Aboriginal Health Access Centre,62,False
1893,LGBT+ Youthline Ontario,lgbt youthline ontario,,Southwest Ontario Aboriginal Health Access Centre,67,False
1944,Lifecare Centres,lifecare centres,,Southwest Ontario Aboriginal Health Access Centre,67,False
1945,Clear Water Integrated Health,clear water integrated health,,"Lakeridge Health, Durham Mental Health Services",62,False
1946,Feel Your Way Therapy,feel your way therapy,,Eden Community Homes,49,False
1949,PathWell Clinic,pathwell clinic,,Indwell,57,False
1950,CBT Associates,cbt associates,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",71,False
1989,Shanti Psychotherapy,shanti psychotherapy,,Brightshores Health System,51,False
2028,Canadian Mental Health Association - Muskoka Parry Sound - Bracebridge Office,canadian mental health association muskoka parry sound bracebridge office,Manitoba St,"Canadian Mental Health Association, Muskoka-Parry Sound",100,True
2029,Canadian Mental Health Association - Muskoka Parry Sound - Huntsville Office,canadian mental health association muskoka parry sound huntsville office,Crescent Rd,"Canadian Mental Health Association, Muskoka-Parry Sound",100,True
2033,Canadian Mental Health Association - Simcoe County - Collingwood Satellite Office - Assertive Community Treatment Team,canadian mental health association simcoe county collingwood satellite office assertive community treatment team,Erie St,Canadian Mental Health Association. Simcoe County Branch,95,True
2034,Canadian Mental Health Association - Simcoe County - Midland Satellite Office - Youth Services,canadian mental health association simcoe county midland satellite office youth services,Yonge St,Mood Disorders Association of Ontario,57,False
2050,1door,1door,,National Eating Disorder Information Centre,60,False
2051,Catholic Family Services,catholic family services,,"Keystone Child, Youth and Family Services",80,True
2083,Mobile Crisis Services,mobile crisis services,,"Keystone Child, Youth and Family Services",69,False
2084,Child & Youth Mental Health,child & youth mental health,,Parents For Children's Mental Health,78,True
2085,Laura Blair Registered Psychotherapist,laura blair registered psychotherapist,,Eden Community Homes,47,False
2086,Leanne Taylor Registered Psychotherapist,leanne taylor registered psychotherapist,,Overeaters Anonymous - St Catharines,49,False
2096,Mobile Crisis Response Team,mobile crisis response team,,Responsible Gambling Council,55,False
2099,Algoma Family Services,algoma family services,,"Keystone Child, Youth and Family Services",84,True
2101,North Algoma Counseling Service,north algoma counseling service,,CMHA Thames Valley Addiction and Mental Health Services,59,False
2104,North Algoma Counselling Service,north algoma counselling service,,Wellkin,71,False
2145,The Morgan Centre,the morgan centre,-,Canadian Mental Health Association Hastings Prince Edward,41,False
2148,M.Ayotte RP,m ayotte rp,-,Canadian Mental Health Association Hastings Prince Edward,45,False
2173,Canadian Mental Health Association,canadian mental health association,-,Canadian Mental Health Association Hastings Prince Edward,100,True
2177,"Distress Centre of Lanark, Leeds and Grenville",distress centre of lanark leeds and grenville,King St E,Canadian Institute for Advancements in Mental Health,47,False
2184,Renfrew County Youth Wellness Hub,renfrew county youth wellness hub,,Wellkin,71,False
2191,Umbrella Mental Health Network,umbrella mental health network,,Family Mental Health Support Network of Niagara,82,True
2259,St Catharines LGBTQ Mental Health Counseling,st catharines lgbtq mental health counseling,,Wellkin,67,False
2276,LGBTQ Mental Health Counseling Burford,lgbtq mental health counseling burford,,Family Mental Health Support Network of Niagara,62,False
2277,LGBTQ Mental Health Counseling Beamsville,lgbtq mental health counseling beamsville,,CMHA Thames Valley Addiction and Mental Health Services,62,False
2284,LGBTQ Mental Health Counseling Breslau,lgbtq mental health counseling breslau,,CMHA Thames Valley Addiction and Mental Health Services,66,False
2295,LGBTQ Mental Health Counseling Dunnville,lgbtq mental health counseling dunnville,,CMHA Thames Valley Addiction and Mental Health Services,63,False
2305,LGBTQ Mental Health Counseling Port Dover,lgbtq mental health counseling port dover,,Family Mental Health Support Network of Niagara,64,False
2325,LGBTQ Mental Health Counseling Caledon,lgbtq mental health counseling caledon,,CMHA Thames Valley Addiction and Mental Health Services,66,False
2332,LGBTQ Mental Health Counseling New Hamburg,lgbtq mental health counseling new hamburg,,CMHA Thames Valley Addiction and Mental Health Services,58,False
2335,LGBTQ Mental Health Counseling St Catharines,lgbtq mental health counseling st catharines,,Overeaters Anonymous - St Catharines,66,False
2386,Canadian Mental Health Association - Simcoe County,canadian mental health association simcoe county,,Canadian Mental Health Association. Simcoe County Branch,100,True
